file_name,left,right,top,bottom,min_value,max_value,pixel_horiz,pixel_vert,number_of_nan
3324-131_reproject,-5181003.314684481,-5180406.137986524,-2697648.572176162,-2698297.7010593815,-2.4513478,86.82888,1093,1188,0
3324-322_reproject,-5181583.141225926,-5180985.872005494,-2700178.476948168,-2700827.706402978,-2.9601538,94.13351,1093,1188,0
3324-462_reproject,-5176944.646340281,-5176347.3214827785,-2701443.5651039267,-2702092.308035244,-3.9714682,63.751717,1093,1187,0
3324-314_reproject,-5182742.7669403935,-5182145.475117311,-2700810.4607084193,-2701460.2617027615,-2.5128484,20.10619,1093,1189,0
3324-423_reproject,-5178684.080502146,-5178086.782337491,-2700811.0077804015,-2701459.7217211337,-1.9275508,19.34238,1093,1187,0
3324-263_reproject,-5177524.448608771,-5176927.1951092705,-2699545.9535409715,-2700194.618971748,-1.2421118,50.167747,1093,1187,0
3324-222_reproject,-5178104.25588774,-5177507.073690416,-2697648.5599832674,-2698297.1479741335,-1.0630121,50.867306,1093,1187,0
3324-231_reproject,-5177524.445632301,-5176927.262347539,-2697648.5597353084,-2698297.1489072205,-0.3650342,50.729355,1093,1187,0
3324-414_reproject,-5179263.8941543475,-5178666.59708527,-2700811.004225013,-2701459.7169758608,0.0,25.550323,1093,1187,0
3324-143_reproject,-5183322.572459066,-5182725.328605363,-2699545.408911044,-2700195.1577189183,-2.7000904,113.86056,1093,1189,0
3324-342_reproject,-5182742.768703808,-5182145.453448262,-2701443.02546894,-2702092.851955742,-0.19476318,78.56386,1093,1189,0
3324-261_reproject,-5177524.44986935,-5176927.219781496,-2698913.4642503858,-2699562.104254227,-0.9025238,29.065842,1093,1187,0
3324-243_reproject,-5179843.696696837,-5179246.447571187,-2699545.9572863993,-2700194.617966822,-1.9744493,55.839794,1093,1187,0
3324-253_reproject,-5178684.074496804,-5178086.823176148,-2699545.948460796,-2700194.611525171,-1.0198749,89.78036,1093,1187,0
3324-363_reproject,-5181003.327862307,-5180405.987233204,-2702076.158630081,-2702725.4657058557,-2.6208901,30.97444,1093,1188,0
3324-132_reproject,-5180423.509201828,-5179826.331395725,-2697648.5681996387,-2698297.698287409,-0.08698462,46.750156,1093,1188,0
3324-141_reproject,-5183322.5740284175,-5182725.353586617,-2698912.9302028446,-2699562.653540627,-3.0435193,96.83239,1093,1189,0
3324-454_reproject,-5178104.275203056,-5177506.929076512,-2702076.1612237184,-2702724.9272549273,-0.5491699,19.11717,1093,1187,0
3243-114_reproject,-5189257.955331824,-5189248.628735108,-2744498.1497744587,-2744509.6708645187,0.0,3.0499609,18,22,0
3243-154_reproject,-5188430.179530814,-5188416.471943017,-2745741.3629132877,-2745754.522197573,0.0,3.5540714,26,25,0
3243-141_reproject,-5190212.16653141,-5189932.193129933,-2745125.5607247995,-2745164.3851613323,0.0,2.28771,513,72,0
3243-143_reproject,-5189939.20965098,-5189775.417672137,-2745164.4510405897,-2745720.1345661306,0.0,2.5555933,299,1012,0
2224-253_reproject,-5206507.542016208,-5205915.766900965,-2729934.073813476,-2730586.122320087,-0.036330566,7.9786158,1081,1191,0
2224-452_reproject,-5205633.208926005,-5205335.721640334,-2731838.7053326154,-2732486.92024844,0.0,6.8708324,543,1182,0
2224-431_reproject,-5205299.426138875,-5204756.378366254,-2730568.0136988703,-2731172.9831650387,-0.014689941,7.7897553,992,1105,0
2224-251_reproject,-5206515.1453291625,-5205916.448484102,-2729357.9439597013,-2729952.25876015,-0.6721102,8.1777315,1094,1086,0
2224-262_reproject,-5204730.231677691,-5204179.590553796,-2729335.992220266,-2729610.4925620686,-0.02039795,6.971355,1008,503,0
2224-222_reproject,-5205933.128654308,-5205442.423645596,-2728032.539372477,-2728505.171540466,0.0,7.538204,897,864,0
2224-462_reproject,-5204774.924697417,-5204176.151755031,-2731835.3697594516,-2732422.638372661,-1.1635596,10.701882,1094,1073,0
2224-234_reproject,-5204772.285898457,-5204176.54329764,-2728666.3728937595,-2729040.0112742535,-0.6625655,11.730075,1090,684,0
2224-221_reproject,-5206076.334283477,-5205915.486781393,-2728038.276825941,-2728529.053845951,0.0,7.5072923,294,895,0
2224-134_reproject,-5208064.186799256,-5207817.375373524,-2728668.7778435685,-2728849.3715697145,0.0,7.227861,452,331,0
2224-224_reproject,-5205675.12572202,-5205337.307933961,-2728790.1278125606,-2729318.790714653,0.0,5.4545197,617,965,0
2224-464_reproject,-5204773.667007381,-5204688.525173784,-2732495.270291917,-2732948.993869666,0.0,5.345523,156,827,0
2224-133_reproject,-5208488.780776651,-5208468.5714539755,-2728670.6585044824,-2728672.8432961227,0.0,3.568407,38,5,0
2224-232_reproject,-5204775.69905213,-5204274.633250162,-2728533.808622472,-2728684.073721208,0.0,11.281452,918,276,0
2224-432_reproject,-5204775.230992018,-5204327.282229362,-2730567.404020475,-2731178.193398197,-0.008581368,8.795459,818,1115,0
2224-223_reproject,-5206417.473018151,-5206335.718077544,-2729009.901687497,-2729175.0576413395,-0.6173169,5.3026166,150,302,0
2224-423_reproject,-5206231.173038695,-5205915.239982444,-2731209.217231865,-2731706.1536015933,0.0,6.5947485,577,907,0
2224-424_reproject,-5205935.247594032,-5205335.808718433,-2731206.5400401885,-2731845.430103213,0.0,12.4968815,1095,1167,0
2224-454_reproject,-5205651.541739945,-5205335.414735685,-2732472.620893383,-2733117.4980288097,-0.36096436,8.125438,577,1176,0
2224-414_reproject,-5206570.520527956,-5206550.206597145,-2731393.5244530174,-2731451.721119665,0.0,3.7819421,38,107,0
2224-231_reproject,-5204811.52519685,-5204763.292890488,-2728624.0599374864,-2728684.8984148293,0.0,4.1156178,89,112,0
2224-264_reproject,-5204775.713558724,-5204177.801769522,-2730078.432605893,-2730586.000580793,-0.66236305,14.087288,1093,928,0
2224-132_reproject,-5208029.932971008,-5207814.741134108,-2728035.8009422286,-2728683.0233292314,0.0,3.93083,393,1180,0
2224-252_reproject,-5205935.337187447,-5205335.93510004,-2729300.2783353673,-2729952.278777793,-0.8288843,9.862424,1095,1191,0
2224-242_reproject,-5206544.514066709,-5206495.645346703,-2729333.2221520497,-2729512.773516568,0.0,4.44152,90,328,0
2224-263_reproject,-5205355.524923228,-5204756.097766151,-2729933.9754626877,-2730586.0031746817,-2.431758,10.025428,1095,1191,0
2224-421_reproject,-5206465.700259586,-5205915.46209641,-2730577.8285716367,-2731217.946275411,0.0,7.1885657,1005,1169,0
2224-463_reproject,-5205345.357423315,-5204756.218264852,-2732469.161747363,-2733121.3250948708,-0.46687013,8.176173,1076,1191,0
2224-261_reproject,-5205355.505967039,-5204814.585929486,-2729305.7630174276,-2729951.9076215564,-0.7586893,7.399602,988,1180,0
2224-131_reproject,-5208785.777163199,-5208389.464946297,-2728148.463984423,-2728673.59137556,0.0,6.707555,724,959,0
2224-433_reproject,-5205355.534826504,-5204758.156735603,-2731355.7999552055,-2731853.5237724646,0.0,10.4760685,1092,910,0
2224-434_reproject,-5204775.720605453,-5204178.52077561,-2731408.529030766,-2731853.555118449,-1.1632714,11.2296505,1092,814,0
2224-254_reproject,-5205935.303303513,-5205335.883185886,-2729933.5756970216,-2730583.4040877945,-0.58068496,9.12334,1095,1187,0
2224-233_reproject,-5205345.122836212,-5204756.128106409,-2728668.356862794,-2729318.716624912,0.0,12.074917,1076,1188,0
2224-412_reproject,-5207021.726856382,-5206900.548623043,-2731006.0665712473,-2731174.9484530045,0.0,4.8673973,222,309,0
2224-422_reproject,-5205935.346121349,-5205439.200904423,-2730567.6999729965,-2731218.4451359697,0.0,4.6539826,906,1188,0
2224-461_reproject,-5205355.418611728,-5204755.94461563,-2731835.020743912,-2732477.7839956693,-0.62100583,9.388769,1095,1174,0
2224-244_reproject,-5206916.396517691,-5206497.099329112,-2730093.564140274,-2730417.0688902093,-0.05248096,9.257222,767,592,0
2346-432_reproject,-5204763.383096012,-5204176.511944838,-2720431.0846566344,-2720848.950042932,-0.31863075,11.588363,1074,765,0
2346-261_reproject,-5205355.490201687,-5204756.549346196,-2719195.258127854,-2719816.0981005477,-0.5934863,12.093847,1095,1135,0
2346-163_reproject,-5208834.370931096,-5208234.785255098,-2719797.826232684,-2720449.978324112,-4.313956,19.649168,1096,1192,0
2346-154_reproject,-5209414.1762682395,-5208814.590492616,-2719797.284994609,-2720449.984761315,-1.8838305,13.268607,1096,1193,0
2346-132_reproject,-5208242.586974841,-5207655.082594308,-2717898.168634775,-2718549.7345367633,-1.001521,16.12201,1074,1191,0
2346-252_reproject,-5205935.300919077,-5205335.732434926,-2719164.5261741653,-2719816.1120153894,-0.13905029,11.976538,1096,1191,0
2346-331_reproject,-5208834.373011065,-5208234.76363119,-2720431.1493310113,-2721083.3272044645,-4.5526195,16.51202,1096,1192,0
2346-334_reproject,-5208254.556902733,-5207654.9225031715,-2721064.4929117146,-2721716.6979983607,-2.226714,17.24998,1096,1192,0
2346-231_reproject,-5204869.09134542,-5204777.658497136,-2718400.3122055363,-2718498.315078847,0.0,6.8342433,168,180,0
2346-151_reproject,-5209602.187375899,-5209394.24478653,-2719181.043611289,-2719816.3932642974,-2.523042,15.257231,380,1159,0
2346-134_reproject,-5208254.557034101,-5207655.0174355395,-2718531.2672907533,-2719182.8217403325,-2.4514167,24.71088,1096,1191,0
2346-152_reproject,-5209414.1746201115,-5208820.666964143,-2719182.6495204372,-2719816.1258654147,-1.3865576,16.206732,1085,1158,0
2346-323_reproject,-5209396.127576944,-5209394.485151236,-2721076.2794025647,-2721077.9218282737,3.3981836,3.7590673,4,4,0
2346-352_reproject,-5209162.59139261,-5208814.277493604,-2721700.5758314417,-2722088.321492599,-0.40905967,8.64665,637,709,0
2346-431_reproject,-5205352.427067779,-5204755.795333922,-2720431.1015255493,-2720833.048660641,-0.5387451,10.884217,1092,736,0
2346-161_reproject,-5208834.370574867,-5208235.540874815,-2719232.0388889145,-2719816.636804505,-4.205195,14.52063,1095,1069,0
2346-262_reproject,-5204775.678449449,-5204176.107392371,-2719164.527396939,-2719816.1160343126,-0.34836426,17.007883,1096,1191,0
2346-242_reproject,-5206996.530783411,-5206495.276837286,-2719165.761320456,-2719816.569722639,-1.4239966,12.624464,916,1189,0
2346-153_reproject,-5209558.650035997,-5209394.337164684,-2719802.9657458253,-2720000.6889009723,-0.107263185,11.686703,301,362,0
2346-131_reproject,-5208832.100895868,-5208234.777596088,-2717897.6768691596,-2718369.1903164214,-0.90354735,11.637981,1093,863,0
2346-322_reproject,-5209414.179437817,-5208814.571371528,-2720431.144759613,-2721083.321204316,-1.8412036,19.584654,1096,1192,0
2346-254_reproject,-5205935.306031272,-5205335.713850618,-2719797.8194246464,-2720449.4310182333,-2.2489448,14.802368,1096,1191,0
2346-361_reproject,-5208834.371034041,-5208234.714226439,-2721697.859399523,-2722350.088858751,-3.2440233,14.643204,1096,1192,0
2346-221_reproject,-5206071.642496663,-5206051.962944574,-2718536.3652561675,-2718548.391649111,0.0,5.539766,37,23,0
2346-442_reproject,-5207094.937279482,-5206585.407731303,-2721697.8623554828,-2722348.74526219,-1.7879777,16.089798,931,1189,0
2346-263_reproject,-5205355.494055659,-5204755.900586702,-2719797.815459587,-2720449.4284532475,-2.110398,16.601938,1096,1191,0
2346-444_reproject,-5207094.940540605,-5206495.256094414,-2722331.2527846573,-2722982.964648555,0.0,16.260513,1096,1191,0
2346-124_reproject,-5209413.92104951,-5209011.7333531985,-2718581.330793555,-2719160.5029938286,0.0,7.4634423,735,1058,0
2346-223_reproject,-5206515.116778463,-5205915.573276576,-2718531.264703349,-2719182.8233948983,-0.46254367,13.742344,1096,1191,0
2346-364_reproject,-5208254.566656307,-5207654.910489136,-2722341.1367351697,-2722983.5081361667,-2.9060328,17.29465,1096,1174,0
2346-251_reproject,-5206515.1214916585,-5205915.554300021,-2719164.5318421684,-2719816.116278742,-2.0633576,17.887697,1096,1191,0
2346-441_reproject,-5207674.749767372,-5207075.090345578,-2721697.8643446397,-2722349.549013073,-1.5688379,23.024487,1096,1191,0
2346-411_reproject,-5207674.74576245,-5207075.133768234,-2720431.149464282,-2721082.782590416,-2.5330338,12.988664,1096,1191,0
2346-324_reproject,-5209404.053018911,-5208814.806530979,-2721068.4626905806,-2721716.305251197,-3.9464867,19.297102,1077,1184,0
2346-464_reproject,-5204775.69694442,-5204176.007337251,-2722331.2549909707,-2722982.972463602,-0.8585193,11.772168,1096,1191,0
2346-453_reproject,-5206512.55385271,-5206227.069234102,-2722393.650112004,-2722771.7391462447,0.0,12.957975,522,691,0
2346-253_reproject,-5206515.116908704,-5205915.526020505,-2719797.8240041314,-2720449.434193133,-2.4918091,18.68618,1096,1191,0
2346-454_reproject,-5205523.208799535,-5205338.898575947,-2722553.819772483,-2722953.7071325905,-0.30902013,10.679573,337,730,0
2346-232_reproject,-5204538.367029228,-5204492.886998654,-2717918.4494557357,-2717985.847573334,0.0,4.5535846,84,124,0
2346-462_reproject,-5204464.260504067,-5204229.374870319,-2722272.654606794,-2722349.1289991774,0.0,11.768064,431,141,0
2346-421_reproject,-5206514.926799893,-5205915.354407533,-2720431.0530771995,-2721066.7640795102,-0.3813596,13.506111,1096,1162,0
2346-122_reproject,-5208951.723931531,-5208814.561694345,-2717903.736676002,-2718353.0801650234,-0.09346786,16.249928,251,820,0
2346-224_reproject,-5205935.308664093,-5205369.836615771,-2718782.085827203,-2719182.400662185,0.0,12.154697,1035,733,0
2346-362_reproject,-5208244.549013124,-5207654.720798109,-2721697.9715284146,-2722349.6851550336,-0.939458,16.418701,1078,1191,0
2346-423_reproject,-5206428.622447327,-5206293.304753534,-2721241.114627865,-2721412.5900859917,-0.22307616,10.385958,248,314,0
2346-244_reproject,-5207043.192503195,-5206495.483608296,-2719798.478210533,-2720449.7040865677,-2.7559278,13.648983,1001,1190,0
2346-123_reproject,-5209514.970954009,-5209398.120654481,-2718817.1394294216,-2719144.649423873,0.0,6.74287,214,598,0
2346-264_reproject,-5204775.681106217,-5204186.461298879,-2719797.8231005203,-2720449.469541721,-1.3390298,10.617888,1077,1191,0
2346-443_reproject,-5207674.754146307,-5207075.071000749,-2722331.253664937,-2722982.96411536,-0.84856105,17.304274,1096,1191,0
2346-243_reproject,-5207674.745829973,-5207287.18128484,-2719797.824197117,-2720446.8714693063,-1.4564941,14.467678,708,1185,0
2346-363_reproject,-5208453.468877205,-5208234.742338293,-2722341.8609415283,-2722687.2186345463,-0.1599566,10.691231,400,631,0
2346-332_reproject,-5208254.554415355,-5207654.943726426,-2720431.143672369,-2721082.775379973,-2.0798864,26.928282,1096,1191,0
2346-412_reproject,-5207094.935864815,-5206495.322569874,-2720431.144888474,-2721082.7794281812,-1.3770813,16.095873,1096,1191,0
2346-213_reproject,-5207674.740993359,-5207075.200089802,-2718531.2585350988,-2719182.814402892,-2.4466684,41.489685,1096,1191,0
2346-241_reproject,-5207674.748021825,-5207253.292581729,-2719164.534443922,-2719813.981383472,0.0,11.531805,770,1186,0
2346-211_reproject,-5207674.735477163,-5207075.218256635,-2717898.0187376593,-2718549.548867732,-2.346985,16.341599,1096,1191,0
2346-162_reproject,-5208254.554481202,-5207654.99119277,-2719164.530869451,-2719816.111064185,-0.97083896,14.137439,1096,1191,0
2346-164_reproject,-5208254.553699582,-5207654.966714088,-2719797.8303126884,-2720449.4362603948,-2.6778598,16.176111,1096,1191,0
2346-233_reproject,-5205318.217418879,-5204805.58880168,-2718552.231944679,-2718975.136876477,0.0,7.5342364,938,774,0
2346-413_reproject,-5207674.746882304,-5207075.112592088,-2721065.0378963333,-2721716.147641599,-3.6284757,25.585283,1096,1190,0
2346-212_reproject,-5207094.930299394,-5206751.277506034,-2717984.187028294,-2718546.5279628825,-2.1902847,19.490206,628,1027,0
2346-463_reproject,-5205355.504260429,-5204757.963585496,-2722500.8907823716,-2722982.972590628,0.0,11.720001,1093,882,0
2346-333_reproject,-5208834.376730471,-5208234.743639935,-2721064.49733119,-2721716.700994047,-3.5162601,20.007597,1096,1192,0
2346-422_reproject,-5205933.8502606135,-5205335.672784909,-2720431.159368592,-2720964.21047686,-2.4106832,11.895737,1094,975,0
2346-414_reproject,-5207094.935724425,-5206517.1429918725,-2721064.4856454516,-2721716.213940938,-1.142819,15.786907,1056,1191,0
2346-321_reproject,-5209593.565077844,-5209395.518310683,-2720544.980638138,-2721057.378645141,-2.1994703,15.649606,362,935,0
2346-214_reproject,-5207094.923980789,-5206495.381775976,-2718531.2613770855,-2719182.818659028,0.0,12.969692,1096,1191,0
2346-133_reproject,-5208376.244097178,-5208246.003698602,-2718960.7433022717,-2719077.8502152767,0.0,6.037647,239,215,0
2346-234_reproject,-5204696.537247067,-5204437.884802046,-2719003.1637668856,-2719179.7911236337,0.0,9.976371,474,324,0
3225-314_reproject,-5189700.520102703,-5189511.534939647,-2736751.759581586,-2736911.712241332,0.0,5.459083,346,293,0
3225-341_reproject,-5189856.756918942,-5189696.711220912,-2736916.0930520548,-2737081.071665435,0.0,8.36881,293,302,0
3225-344_reproject,-5189698.9812533045,-5189470.047953789,-2737591.765764275,-2738044.1423561233,0.0,5.3058863,418,825,0
3225-343_reproject,-5190137.528677145,-5189686.679598198,-2737966.2307639676,-2738192.2024503816,-0.47221902,7.4973493,825,414,0
3225-313_reproject,-5190054.530996697,-5189684.918734315,-2736461.784655551,-2736924.074176602,0.0,7.216586,675,844,0
3225-342_reproject,-5189698.851776649,-5189515.403344418,-2736906.887007349,-2737413.2925597955,0.0,6.677375,335,923,0
3315-354_reproject,-5202456.395009673,-5201857.267791804,-2707136.7276162873,-2707787.8339078533,-13.238925,91.85913,1096,1191,0
3315-353_reproject,-5203036.21049765,-5202437.084548809,-2707136.730384124,-2707787.8352965643,-13.25098,107.193,1096,1191,0
3315-424_reproject,-5198977.51913613,-5198378.9786166055,-2705871.160973098,-2706522.224243879,-2.829192,39.32289,1095,1191,0
3315-121_reproject,-5203036.191055367,-5202436.684434492,-2702707.7202882343,-2703358.64444776,-2.171438,52.32647,1097,1191,0
3315-124_reproject,-5202456.383507059,-5201856.852074017,-2703340.364349824,-2703991.315449569,-1.1916615,66.86347,1097,1191,0
3315-452_reproject,-5198977.520272939,-5198378.956221897,-2706503.9250780595,-2707155.01394528,-6.053386,140.02316,1095,1191,0
3315-443_reproject,-5200716.963817114,-5200165.85327694,-2707136.7232291456,-2707787.4386534425,-4.225376,38.50242,1008,1190,0
3315-113_reproject,-5204195.817206411,-5203596.289598133,-2703340.363450165,-2703991.310397108,-4.9970994,17.142336,1097,1191,0
3315-331_reproject,-5201876.579810016,-5201277.521987675,-2705238.428883322,-2705889.4597587427,-9.334938,91.307594,1096,1191,0
3315-464_reproject,-5197817.897731471,-5197219.307668697,-2707136.7184263943,-2707787.8355879127,-3.2240233,94.46497,1095,1191,0
3315-321_reproject,-5203036.205023324,-5202436.604196656,-2705238.4299884965,-2705889.4564335104,-4.566383,98.26205,1097,1191,0
3315-161_reproject,-5201876.574135931,-5201277.017888585,-2703973.0252689905,-2704624.0033112727,-4.0098214,62.90923,1097,1191,0
3315-131_reproject,-5201876.574789447,-5201277.065631154,-2702707.7205120325,-2703358.647426602,-0.24145778,35.488697,1097,1191,0
3315-163_reproject,-5201876.576247444,-5201277.541964767,-2704605.720199803,-2705256.7254933068,-3.7138195,59.662514,1096,1191,0
3315-244_reproject,-5200137.144505309,-5199538.106452174,-2704605.71456659,-2705256.723957669,-1.6152465,30.53936,1096,1191,0
3315-154_reproject,-5202456.388221026,-5201856.809685352,-2704605.7161224373,-2705256.718364638,-2.9736192,60.99505,1097,1191,0
3315-462_reproject,-5197817.897281194,-5197219.33075663,-2706503.9272216214,-2707155.0187794194,-3.390127,126.673096,1095,1191,0
3315-254_reproject,-5198977.510630186,-5198379.017153415,-2704605.7070914865,-2705256.719191448,-7.1677175,127.678505,1095,1191,0
3315-264_reproject,-5197817.894443737,-5197219.398492857,-2704605.713128832,-2705256.7279200093,0.0,129.65096,1095,1191,0
3315-444_reproject,-5200098.446397098,-5199538.117825338,-2707137.0544462707,-2707763.593718405,-3.2124512,49.73592,1025,1146,0
3315-451_reproject,-5199557.330175624,-5198958.220235201,-2706503.9250426646,-2707155.012557828,-5.796123,36.600647,1096,1191,0
3315-312_reproject,-5203616.01606847,-5203016.416516216,-2705238.4370707655,-2705889.4621320637,-7.2110605,80.34261,1097,1191,0
3315-341_reproject,-5204195.825144427,-5203596.179727301,-2706503.9379807436,-2707155.0128405797,-2.0830665,67.38009,1097,1191,0
3315-453_reproject,-5199557.334123645,-5198958.200622998,-2707136.72367505,-2707787.8367944746,-2.5215027,115.839325,1096,1191,0
3315-414_reproject,-5200137.146547192,-5199538.061408155,-2705871.1638339953,-2706522.2243960537,-2.679318,69.29438,1096,1191,0
3315-314_reproject,-5203616.013780298,-5203016.390659531,-2705871.177965802,-2706522.228617,-3.5367827,84.5326,1097,1191,0
3315-134_reproject,-5201296.762756326,-5200697.228794644,-2703340.3574319705,-2703991.311277228,-3.1476138,48.08748,1097,1191,0
3315-253_reproject,-5199557.328101091,-5198958.288799565,-2704605.710478591,-2705256.721226367,-12.135254,39.03755,1096,1191,0
3315-333_reproject,-5201876.585086791,-5201277.503717623,-2705871.17326349,-2706522.229728614,-9.315974,59.1617,1096,1191,0
3315-211_reproject,-5200716.943295419,-5200117.977073458,-2702707.7237141836,-2703358.6550421594,-3.667268,90.9029,1096,1191,0
3315-364_reproject,-5201296.771698174,-5200697.641954734,-2707136.7240063176,-2707787.8330425676,-8.777972,54.652843,1096,1191,0
3315-142_reproject,-5203616.014526757,-5203016.462091213,-2703973.0295940517,-2704624.003497608,-1.585691,108.41253,1097,1191,0
3315-422_reproject,-5198977.519353216,-5198523.642646578,-2705238.4218073674,-2705887.7556723515,-7.6289306,98.50888,830,1187,0
3315-261_reproject,-5198397.696866485,-5197799.225661591,-2703973.024270727,-2704624.012144424,-6.4254127,138.80896,1095,1191,0
3315-332_reproject,-5201296.76551668,-5200697.706433524,-2705238.4238916263,-2705889.456137247,-8.554711,54.36274,1096,1191,0
3315-243_reproject,-5200716.948933013,-5200117.912132389,-2704605.7194871516,-2705256.727517053,-4.643996,70.01958,1096,1191,0
3315-413_reproject,-5200716.953196032,-5200117.869309447,-2705871.1663713288,-2706522.225572275,-8.048266,17.69036,1096,1191,0
3315-442_reproject,-5200137.150050628,-5199538.041358096,-2706503.9365358567,-2707155.022694865,-3.782527,17.974052,1096,1191,0
3315-252_reproject,-5198977.514167957,-5198379.0442024525,-2703973.0171700427,-2704624.0036955914,-6.335054,137.67915,1095,1191,0
3315-231_reproject,-5198397.699924242,-5197813.544868431,-2702741.164930345,-2703358.1376859206,-1.2681056,17.698095,1069,1129,0
3315-241_reproject,-5200716.949029251,-5200117.935761884,-2703973.02216233,-2704624.004617277,-3.6576507,19.323473,1096,1191,0
3315-141_reproject,-5204195.82213541,-5203596.270978903,-2703973.0288321995,-2704624.00134702,-1.3318462,57.00638,1097,1191,0
3315-152_reproject,-5202456.385004475,-5201856.830023701,-2703973.0223953407,-2704623.9990624217,-5.084784,67.81935,1097,1191,0
3315-433_reproject,-5198397.709287857,-5197799.1675294675,-2705871.160518681,-2706522.225137039,-3.6058784,158.40161,1095,1191,0
3315-224_reproject,-5198977.508357676,-5198379.061896663,-2703340.3520927425,-2703991.3130512484,-5.3716826,43.035336,1095,1191,0
3315-441_reproject,-5200716.957686557,-5200117.850246856,-2706503.9269123734,-2707155.0117098573,-4.0221395,19.491367,1096,1191,0
3315-421_reproject,-5199557.327229662,-5198958.264388594,-2705238.423936381,-2705889.4602659433,-10.64231,83.59895,1096,1191,0
3315-461_reproject,-5198397.709307062,-5197799.144017186,-2706503.9258043515,-2707155.016019116,-3.7988758,126.595024,1095,1191,0
3315-221_reproject,-5199557.318280744,-5198958.896560666,-2702707.7186631467,-2703358.652709667,-2.0067992,15.925878,1095,1191,0
3315-432_reproject,-5197817.890119094,-5197219.370650665,-2705238.419160823,-2705889.459533246,-3.3155322,92.839485,1095,1191,0
3315-344_reproject,-5203616.024900073,-5203016.900224409,-2707136.7338378443,-2707787.837366648,-7.198297,116.71639,1096,1191,0
3315-132_reproject,-5201296.754128804,-5200697.243708007,-2702707.7218231936,-2703358.650108549,-2.4705615,83.14718,1097,1191,0
3315-151_reproject,-5203036.194922074,-5202436.641211619,-2703973.0311932154,-2704624.006481027,-2.9414167,46.705605,1097,1191,0
3315-263_reproject,-5198397.703002543,-5197799.208286847,-2704605.7042751987,-2705256.7177228024,-15.06258,130.96393,1095,1191,0
3315-133_reproject,-5201876.573737604,-5201277.04103796,-2703340.366020477,-2703991.318495455,-2.0135536,65.37262,1097,1191,0
3315-352_reproject,-5202456.396352782,-5201857.292695315,-2706503.9348270465,-2707155.0155141572,-6.00564,100.58101,1096,1191,0
3315-342_reproject,-5203616.023862223,-5203016.922747429,-2706503.932494657,-2707155.0104184966,-3.582019,88.06359,1096,1191,0
3315-164_reproject,-5201296.763062843,-5200697.727519321,-2704605.7140091998,-2705256.720672936,-3.9413867,37.51323,1096,1191,0
3315-111_reproject,-5204195.813878787,-5203596.309811981,-2702707.7227757,-2703358.644162103,-2.0020728,60.13684,1097,1191,0
3315-262_reproject,-5197817.889281166,-5197219.416841464,-2703973.0209787902,-2704624.0101956506,-5.4503493,149.77014,1095,1191,0
3315-122_reproject,-5202456.383464266,-5201856.875572604,-2702707.720044426,-2703358.64558373,-4.371001,37.649864,1097,1191,0
3315-431_reproject,-5198323.094683417,-5197798.7866529105,-2705239.310534437,-2705889.496275817,-4.612564,142.60735,959,1189,0
3315-234_reproject,-5197817.885736946,-5197220.135494602,-2703396.2863297267,-2703991.3021244844,-5.158583,149.69254,1094,1089,0
3315-363_reproject,-5201876.578437224,-5201279.086781898,-2707136.725536535,-2707787.8382378523,-2.9796042,64.97617,1093,1191,0
3315-112_reproject,-5203616.008464743,-5203016.503118841,-2702707.7211097176,-2703358.6438849224,-5.835689,68.48119,1097,1191,0
3315-434_reproject,-5197817.898379512,-5197219.355386405,-2705871.160758868,-2706522.226720291,-4.3960476,124.95171,1095,1191,0
3315-222_reproject,-5198977.515141134,-5198379.092177486,-2702707.7225581887,-2703358.6579574035,-5.3408313,23.076433,1095,1191,0
3315-311_reproject,-5204195.825891152,-5203596.227617875,-2705238.4338815487,-2705889.457554176,-1.1708642,66.1596,1097,1191,0
3315-361_reproject,-5201876.580906239,-5201277.475983866,-2706503.931543067,-2707155.0136048244,-2.1682646,25.445305,1096,1191,0
3315-212_reproject,-5200137.131258062,-5199538.16378347,-2702707.7153494754,-2703358.6480387575,-7.8621044,17.348196,1096,1191,0
3315-411_reproject,-5200716.950278224,-5200117.889937997,-2705238.430565288,-2705889.464177042,-3.513934,18.111305,1096,1191,0
3315-123_reproject,-5203036.19219288,-5202436.662030595,-2703340.3633869584,-2703991.3131069574,-0.8147335,33.360996,1097,1191,0
3315-454_reproject,-5198977.52309803,-5198378.935508312,-2707136.724894794,-2707787.839366243,-4.895029,140.07358,1095,1191,0
3315-233_reproject,-5198397.703060673,-5197799.255360267,-2703340.357881693,-2703991.3201883496,-3.2922688,16.241129,1095,1191,0
3315-153_reproject,-5203036.19911043,-5202436.621845453,-2704605.7127463087,-2705256.713608829,-3.9936626,39.74246,1097,1191,0
3315-223_reproject,-5199557.323626322,-5198958.331383591,-2703340.3578491057,-2703991.3174553616,-13.643996,48.169163,1096,1191,0
3315-322_reproject,-5202456.393023954,-5201857.336466579,-2705238.4345719493,-2705889.464072658,-3.4412801,102.48996,1096,1191,0
3315-351_reproject,-5203036.210716888,-5202437.108328478,-2706503.9388006222,-2707155.0181085747,-4.98236,100.98458,1096,1191,0
3315-343_reproject,-5204195.827172006,-5203596.703774052,-2707136.7271422,-2707787.8292824426,-6.295656,70.7523,1096,1191,0
3315-423_reproject,-5199557.327921133,-5198958.241533766,-2705871.1621220377,-2706522.224040729,-8.390367,101.814835,1096,1191,0
